timestamp,open,high,low,close,volume
2025-11-19 21:50:00,90416.1,90681.59,90411.89,90667.44,71.97286
2025-11-19 21:55:00,90667.45,90765.75,90553.73,90600.68,347.08586
2025-11-19 22:00:00,90600.67,90628.01,90345.13,90455.15,183.49796
2025-11-19 22:05:00,90455.15,90545.4,90354.2,90452.96,118.47963
2025-11-19 22:10:00,90452.96,90460.76,90344.49,90344.5,52.91905
2025-11-19 22:15:00,90344.5,90398.92,90246.06,90272.34,59.70761
2025-11-19 22:20:00,90272.34,90272.35,90101.14,90187.61,87.61625
2025-11-19 22:25:00,90187.62,90635.58,90169.91,90594.86,73.76122
2025-11-19 22:30:00,90594.85,90629.76,90502.0,90568.36,34.96599
2025-11-19 22:35:00,90568.35,90568.35,90393.07,90441.24,49.51496
2025-11-19 22:40:00,90441.23,90588.42,90407.12,90516.48,24.50099
2025-11-19 22:45:00,90516.48,90516.48,90339.19,90494.19,27.1563
2025-11-19 22:50:00,90494.18,90516.28,90403.31,90494.97,21.17659
2025-11-19 22:55:00,90494.97,90559.98,90408.25,90480.56,34.96026
2025-11-19 23:00:00,90480.56,90880.0,90480.56,90855.35,81.38241
2025-11-19 23:05:00,90855.36,91372.05,90843.83,91352.77,248.68513
2025-11-19 23:10:00,91352.77,91367.5,91146.52,91327.03,92.81495
2025-11-19 23:15:00,91327.03,91463.89,91199.11,91424.19,145.19025
2025-11-19 23:20:00,91424.18,91537.57,91420.45,91449.27,136.15452
2025-11-19 23:25:00,91449.26,91533.99,91391.07,91391.08,85.5758
2025-11-19 23:30:00,91391.08,91452.0,91313.62,91363.98,51.91486
2025-11-19 23:35:00,91363.99,91507.01,91363.99,91484.78,56.31716
2025-11-19 23:40:00,91484.79,91492.11,91261.99,91284.91,92.11745
2025-11-19 23:45:00,91284.91,91374.89,91264.74,91349.19,45.68226
2025-11-19 23:50:00,91349.19,91490.44,91310.75,91471.24,43.47302
2025-11-19 23:55:00,91471.24,91594.0,91471.24,91554.96,84.45402
2025-11-20 00:00:00,91554.96,91557.59,91361.47,91483.56,86.64803
2025-11-20 00:05:00,91483.57,91483.57,91185.26,91348.34,55.89045
2025-11-20 00:10:00,91348.34,91510.85,91305.82,91492.9,37.95163
2025-11-20 00:15:00,91492.91,91731.46,91431.14,91710.8,82.95912
2025-11-20 00:20:00,91710.8,91835.52,91655.63,91781.31,83.29988
2025-11-20 00:25:00,91781.3,91898.24,91760.0,91855.18,67.32334
2025-11-20 00:30:00,91855.18,92109.07,91855.18,92031.98,163.21043
2025-11-20 00:35:00,92031.98,92300.0,92026.6,92091.32,172.50402
2025-11-20 00:40:00,92091.33,92237.95,92015.1,92232.72,55.70557
2025-11-20 00:45:00,92232.72,92260.6,92102.29,92127.02,73.86243
2025-11-20 00:50:00,92126.64,92126.64,91879.28,91892.4,103.97654
2025-11-20 00:55:00,91892.39,91936.5,91856.0,91891.32,62.36977
2025-11-20 01:00:00,91891.32,91932.97,91820.01,91880.01,53.70594
2025-11-20 01:05:00,91880.01,92312.88,91880.01,92240.66,130.189
2025-11-20 01:10:00,92240.65,92335.0,92197.66,92213.1,96.37383
2025-11-20 01:15:00,92213.1,92447.73,92160.51,92447.72,124.89877
2025-11-20 01:20:00,92447.72,92500.0,92262.0,92277.87,120.98256
2025-11-20 01:25:00,92277.88,92345.07,92137.57,92227.82,95.07004
2025-11-20 01:30:00,92227.82,92543.0,92227.82,92533.74,63.09123
2025-11-20 01:35:00,92533.75,92716.44,92517.65,92559.14,125.05211
2025-11-20 01:40:00,92559.14,92587.61,92459.4,92568.22,65.89218
2025-11-20 01:45:00,92568.21,92640.74,92472.85,92516.0,57.74707
2025-11-20 01:50:00,92515.99,92660.0,92496.39,92627.24,54.30026
2025-11-20 01:55:00,92627.24,92630.47,92516.66,92590.13,71.61804
2025-11-20 02:00:00,92590.13,92744.82,92491.01,92698.21,98.94973
2025-11-20 02:05:00,92698.22,92798.14,92433.17,92434.75,122.29808
2025-11-20 02:10:00,92434.74,92667.65,92384.61,92667.65,112.3653
2025-11-20 02:15:00,92667.65,92729.25,92544.99,92565.71,46.09237
2025-11-20 02:20:00,92565.71,92569.38,92440.0,92466.45,64.56778
2025-11-20 02:25:00,92466.44,92587.68,92459.69,92497.47,45.1154
2025-11-20 02:30:00,92497.48,92585.83,92423.42,92545.6,31.94355
2025-11-20 02:35:00,92545.6,92586.34,92485.49,92506.97,28.32464
2025-11-20 02:40:00,92506.97,92587.45,92345.12,92401.49,59.85075
2025-11-20 02:45:00,92401.49,92481.13,92322.04,92463.77,43.62658
2025-11-20 02:50:00,92463.77,92678.0,92463.77,92641.13,176.73625
2025-11-20 02:55:00,92641.13,92717.95,92543.58,92592.84,74.9836
2025-11-20 03:00:00,92592.85,92683.84,92580.36,92597.66,101.49551
2025-11-20 03:05:00,92597.65,92599.98,92468.22,92475.36,45.31534
2025-11-20 03:10:00,92475.35,92523.55,92418.07,92438.99,51.16784
2025-11-20 03:15:00,92439.0,92621.88,92437.47,92615.67,87.90028
2025-11-20 03:20:00,92615.67,92700.0,92600.0,92698.97,82.66803
2025-11-20 03:25:00,92698.98,92717.52,92365.73,92380.55,125.44365
2025-11-20 03:30:00,92380.55,92645.01,92360.84,92645.01,36.50031
2025-11-20 03:35:00,92645.01,92665.98,92420.25,92515.66,125.74645
2025-11-20 03:40:00,92515.66,92630.0,92463.0,92479.64,70.21734
2025-11-20 03:45:00,92479.64,92568.0,92425.23,92499.12,49.5102
2025-11-20 03:50:00,92499.12,92515.74,92443.39,92452.2,89.16481
2025-11-20 03:55:00,92452.2,92554.01,92418.99,92440.32,54.45371
2025-11-20 04:00:00,92440.33,92500.0,92419.16,92492.96,46.28492
2025-11-20 04:05:00,92492.96,92517.15,92378.14,92386.82,64.23423
2025-11-20 04:10:00,92386.82,92550.0,92377.29,92469.37,60.92055
2025-11-20 04:15:00,92469.38,92469.38,92124.0,92139.29,99.16248
2025-11-20 04:20:00,92139.29,92323.99,92139.29,92248.06,54.84251
2025-11-20 04:25:00,92248.05,92358.44,92248.05,92289.91,39.50996
2025-11-20 04:30:00,92289.91,92400.0,92289.9,92339.59,31.61074
2025-11-20 04:35:00,92339.59,92380.33,92275.01,92275.01,30.82024
2025-11-20 04:40:00,92275.01,92330.0,92190.74,92313.09,56.45418
2025-11-20 04:45:00,92313.09,92559.26,92294.51,92540.82,116.87095
2025-11-20 04:50:00,92540.81,92682.6,92517.13,92660.0,184.25245
2025-11-20 04:55:00,92660.01,92990.0,92618.84,92962.83,146.16035
2025-11-20 05:00:00,92962.84,93000.0,92844.0,92999.99,169.22804
2025-11-20 05:05:00,93000.0,93160.0,92937.99,92937.99,237.75423
2025-11-20 05:10:00,92938.0,92962.78,92812.73,92881.5,42.85247
2025-11-20 05:15:00,92881.5,92933.31,92800.0,92827.63,76.68847
2025-11-20 05:20:00,92827.62,92855.67,92759.37,92767.07,43.1093
2025-11-20 05:25:00,92767.08,92802.95,92660.74,92679.34,67.89488
2025-11-20 05:30:00,92679.35,92698.13,92603.85,92640.46,39.58922
2025-11-20 05:35:00,92640.45,92663.89,92571.95,92625.5,38.96798
2025-11-20 05:40:00,92625.51,92625.51,92572.45,92572.45,22.7462
2025-11-20 05:45:00,92572.46,92744.12,92566.55,92694.0,73.12735
2025-11-20 05:50:00,92694.0,92710.85,92653.0,92700.68,37.81964
2025-11-20 05:55:00,92700.69,92707.49,92593.86,92616.2,28.41591
2025-11-20 06:00:00,92616.21,92715.26,92615.25,92642.31,22.98776
2025-11-20 06:05:00,92642.32,92669.16,92621.98,92669.16,1.77218
2025-11-20 06:10:00,92799.18,92829.55,92799.17,92829.54,2.59614
2025-11-20 06:15:00,92695.71,92695.71,92643.17,92643.18,4.35227
2025-11-20 06:20:00,92581.64,92599.5,92572.78,92593.68,6.4775
2025-11-20 06:25:00,92399.77,92438.73,92399.77,92423.72,29.07073
2025-11-20 06:30:00,92447.19,92492.75,92447.18,92492.75,8.14583
2025-11-20 06:35:00,92263.32,92263.32,92240.0,92246.36,19.88907
